"Unnamed: 0","Unnamed: 0.1","annotation_id","annotator","author","category","clean_text","confidence_score","created_at","id","language","lead_time","likes","predicted_label","published_at","sentiment","subcategory","text","updated_at"
2185.0,2514,2714,"1","@Sharonsalmai-yj2ec","Others","Hannah  red_heart  red_heart ",0.2672265768051147,"2026-02-25T18:47:11.393075Z",7543,"English",137.076,8,"neutral or positive","2025-05-05T21:59:27Z","Neutral","[Other] General Others","Hannah ❤❤","2026-02-25T18:47:11.393075Z"
2186.0,2515,2715,"1","@LenahOtwori","Others","""We might be on the right track but you are not moving"" Obinna jameni  face_with_tears_of_joy  broken_heart ",0.4101000428199768,"2026-02-25T18:47:38.173514Z",7544,"English",24.654,32,"neutral or positive","2025-05-05T21:59:20Z","Positive","[Other] General Others","""We might be on the right track but you are not moving"" Obinna jameni 😂💔","2026-02-25T18:47:38.173514Z"
2187.0,2516,2716,"1","@moureenjendeka9410","Constructive Criticism","Obinna i love u, but haungeleta benta kwa show hao wakiwa...ungeleta hanna interview yake pekee....
Umekosea obinna",0.5315753817558289,"2026-02-25T18:47:53.972461Z",7545,"Sheng",13.477,0,"neutral or positive","2025-05-05T21:58:50Z","Neutral","[CC] Genuine Praise","Obinna i love u, but haungeleta benta kwa show hao wakiwa...ungeleta hanna interview yake pekee....
Umekosea obinna","2026-02-25T18:47:53.972461Z"
2188.0,2517,2717,"1","@relay_entkE","Others","guys nipitieni  smiling_face_with_smiling_eyes  smiling_face_with_smiling_eyes ",0.3017309904098511,"2026-02-25T18:48:05.256099Z",7546,"Swahili",9.217,1,"offensive language","2025-05-05T21:58:41Z","Neutral","[Other] General Inquiry","guys nipitieni 😊😊","2026-02-25T18:48:05.256099Z"
2189.0,2518,2718,"1","@LuciaMutuku-cc5hc","Cyberbullying","Hio simu ya Daddy nakupigia ni paraaaaa",0.3273133635520935,"2026-02-25T18:48:31.610345Z",7547,"Sheng",24.268,16,"irony","2025-05-05T21:58:36Z","Negative","[Bullying] Humiliation","Hio simu ya Daddy nakupigia ni paraaaaa","2026-02-25T18:48:31.610345Z"
2190.0,2519,2719,"1","@zeitunahmed4175","Constructive Criticism","Hannah awachane na hii relationship inamdrain hadi amebeat!",0.2859926521778106,"2026-02-25T18:48:51.531923Z",7548,"Sheng",17.76,50,"irony","2025-05-05T21:58:33Z","Negative","[CC] Decision-criticism","Hannah awachane na hii relationship inamdrain hadi amebeat!","2026-02-25T18:48:51.531923Z"
2191.0,2520,2720,"1","@valentinealusa7406","Constructive Criticism","Culture has a sense of humour  grinning_face_with_sweat ",0.7074853181838989,"2026-02-25T18:49:03.171601Z",7549,"English",9.233,0,"irony","2025-05-05T21:58:18Z","Positive","[CC] Genuine Praise","Culture has a sense of humour 😅","2026-02-25T18:49:03.171601Z"
2192.0,2521,2721,"1","@Faithyvonne-zr5vl","Constructive Criticism","Mimi nimetaka aseme jina la dawa walipewa huyu mbilikimo mkora anajizungusha kumbafu",0.3508529663085937,"2026-02-25T18:49:20.484505Z",7550,"Sheng",15.167,0,"irony","2025-05-05T21:57:50Z","Neutral","[CC] Genuine Praise","Mimi nimetaka aseme jina la dawa walipewa huyu mbilikimo mkora anajizungusha kumbafu","2026-02-25T18:49:20.484505Z"
2193.0,2522,2722,"1","@TeresaKwamboka-s9j","Constructive Criticism","Upcoming youtubers tupitiane tugrow pamoja nawapenda  red_heart  red_heart  red_heart ",0.3115975856781006,"2026-02-25T18:51:14.550365Z",7551,"Swahili",111.99,12,"neutral or positive","2025-05-05T21:57:39Z","Positive","[CC] Genuine Praise","Upcoming youtubers tupitiane tugrow pamoja nawapenda ❤❤❤","2026-02-25T18:51:14.550365Z"
2194.0,2523,2723,"1","@IreneGachanja-h2c","Constructive Criticism","All we know is Sabrina huwa hadanganyi,alituambia Ile story ya kaswende later tukapata niukweli so hapa tunajua mwenye ukweli n sabrina",0.359259694814682,"2026-02-25T18:51:22.841633Z",7552,"English",6.266,110,"irony","2025-05-05T21:57:38Z","Positive","[CC] Genuine Praise","All we know is Sabrina huwa hadanganyi,alituambia Ile story ya kaswende later tukapata niukweli so hapa tunajua mwenye ukweli n sabrina","2026-02-25T18:51:22.841633Z"
2195.0,2524,2724,"1","@JohnOgutu-hj7zn","Others","Huyu captain ndio nani",0.3186047375202179,"2026-02-25T18:52:42.654372Z",7553,"Swahili",77.685,0,"neutral or positive","2025-05-05T21:57:30Z","Neutral","[Other] General Inquiry","Huyu captain ndio nani","2026-02-25T18:52:42.654372Z"
2196.0,2525,2725,"1","@collopolite17","Constructive Criticism","Obinna apo mwisho umechachishia Culture...apologize Manze",0.2753070294857025,"2026-02-25T18:53:02.471781Z",7554,"Sheng",17.645,1,"offensive language","2025-05-05T21:57:26Z","Negative","[CC] Decision-criticism","Obinna apo mwisho umechachishia Culture...apologize Manze","2026-02-25T18:53:02.471781Z"
2197.0,2526,2726,"1","@caroljohn4096","Cyberbullying","Hanna hana adabu kinyua baggy.",0.3770888745784759,"2026-02-25T18:53:18.842508Z",7555,"Sheng",14.202,0,"neutral or positive","2025-05-05T21:57:07Z","Negative","[Bullying] Direct Insult","Hanna hana adabu kinyua baggy.","2026-02-25T18:53:18.842508Z"
2198.0,2527,2727,"1","@katemartinez0000","Constructive Criticism","Obina apologies to this couples",0.3695137500762939,"2026-02-25T18:53:36.334873Z",7556,"English",14.867,0,"neutral or positive","2025-05-05T21:56:44Z","Positive","[CC] Supportive Speech","Obina apologies to this couples","2026-02-25T18:53:36.334873Z"
2199.0,2528,2728,"1","@JamesNjeri-b4l","Irony/Sarcasm","Wacha niendele kunyonga crying_face ",0.3349234163761139,"2026-02-25T18:54:18.954285Z",7557,"Sheng",40.452,1,"neutral or positive","2025-05-05T21:56:03Z","Negative","[Irony] Rhetorical Question","Wacha niendele kunyonga😢","2026-02-25T18:54:18.954285Z"
2200.0,2529,2729,"1","@IreneGachanja-h2c","Offensive","Wueh Hannah amechapa kwelikweli,tena ametokea wapi huku flushed_face ",0.3756002485752105,"2026-02-25T18:54:35.942252Z",7558,"Sheng",14.24,13,"offensive language","2025-05-05T21:55:47Z","Negative","[Offensive] Vulgar language (Matusi)","Wueh Hannah amechapa kwelikweli,tena ametokea wapi huku😳","2026-02-25T18:54:35.942252Z"
2201.0,2530,2730,"1","@mgytrecy464","Constructive Criticism","But samir alisema kwa live obinna ni hannah alikua nyo samir is just protecting hannah apa",0.2316378802061081,"2026-02-25T18:55:04.765465Z",7559,"Mixed (Code-switching)",26.666,0,"neutral or positive","2025-05-05T21:55:45Z","Negative","[CC] Genuine feedback","But samir alisema kwa live obinna ni hannah alikua nyo samir is just protecting hannah apa","2026-02-25T18:55:04.765465Z"
2202.0,2531,2731,"1","@Nyaboke2","Others","Wangap wametoka tictok",0.3381204605102539,"2026-02-25T18:55:19.701688Z",7560,"Swahili",12.647,1,"irony","2025-05-05T21:55:36Z","Neutral","[Other] General Inquiry","Wangap wametoka tictok","2026-02-25T18:55:19.701688Z"
2203.0,2532,2732,"1","@Faithyvonne-zr5vl","Others","Obinna believe hannah and sammir at your on risk mbilikimo mkora huyo",0.4034668207168579,"2026-02-25T18:55:32.793559Z",7561,"Sheng",10.252,0,"neutral or positive","2025-05-05T21:55:35Z","Neutral","[Other] General Others","Obinna believe hannah and sammir at your on risk mbilikimo mkora huyo","2026-02-25T18:55:32.793559Z"
2204.0,2533,2733,"1","@itsmajiku","Constructive Criticism","If not for Hannah this Sabrina would have never been there for interview...she should appreciate and move on why everytime she's always talking about Hannah",0.4604865610599518,"2026-02-25T18:55:46.293923Z",7562,"English",11.304,0,"neutral or positive","2025-05-05T21:55:30Z","Positive","[CC] Genuine Praise","If not for Hannah this Sabrina would have never been there for interview...she should appreciate and move on why everytime she's always talking about Hannah","2026-02-25T18:55:46.293923Z"
2205.0,2534,2734,"1","@PatienceMwende-k5m","Cyberbullying","Sabrina akona akili kuliko Hanna 70 times",0.3715365827083587,"2026-02-25T18:56:04.388716Z",7563,"Swahili",15.943,1,"neutral or positive","2025-05-05T21:55:12Z","Negative","[Bullying] Direct Insult","Sabrina akona akili kuliko Hanna 70 times","2026-02-25T18:56:04.388716Z"
2206.0,2535,2735,"1","@ruramira","Offensive","Uyo mwenye akona sabrina ni kama zake zimeshika face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.3232168853282928,"2026-02-25T18:56:28.158620Z",7564,"Sheng",21.382,29,"irony","2025-05-05T21:55:07Z","Negative","[Offensive] Non-personal","Uyo mwenye akona sabrina ni kama zake zimeshika😂😂😂","2026-02-25T18:56:28.158620Z"
2207.0,2536,2736,"1","@faithivar5493","Others","Nimepost tiktok  face_with_tears_of_joy  face_with_tears_of_joy udaku lazima but Hannah ako na mdomo wakisii mko wapi tumwambie ukweli  face_with_tears_of_joy ",0.4678530991077423,"2026-02-25T18:56:49.613660Z",7565,"Sheng",19.345,21,"offensive language","2025-05-05T21:55:06Z","Neutral","[Other] General Others","Nimepost tiktok 😂😂udaku lazima but Hannah ako na mdomo wakisii mko wapi tumwambie ukweli 😂","2026-02-25T18:56:49.613660Z"
2208.0,2537,2737,"1","@vicvin8243","Constructive Criticism","Team Hannah always with evidence sabina ako bitter  face_with_tears_of_joy  face_with_tears_of_joy ",0.4273938536643982,"2026-02-25T18:57:11.308499Z",7566,"Mixed (Code-switching)",19.544,20,"neutral or positive","2025-05-05T21:55:03Z","Negative","[CC] Supportive Speech","Team Hannah always with evidence sabina ako bitter 😂😂","2026-02-25T18:57:11.308499Z"
2209.0,2538,2738,"1","@jamlejohn8128","Offensive","Obinna umedowngrade hii show walai ata nme unsubscribe nkt",0.4544388353824615,"2026-02-25T18:57:35.064406Z",7567,"Sheng",21.567,0,"neutral or positive","2025-05-05T21:54:17Z","Negative","[Offensive] Non-personal","Obinna umedowngrade hii show walai ata nme unsubscribe nkt","2026-02-25T18:57:35.064406Z"
2210.0,2539,2739,"1","@riyalmohamud2617","Offensive","Hannah akona ujinga",0.4723114669322967,"2026-02-25T18:57:51.733051Z",7568,"Sheng",14.333,0,"offensive language","2025-05-05T21:54:12Z","Negative","[Offensive] Vulgar language (Matusi)","Hannah akona ujinga","2026-02-25T18:57:51.733051Z"
